student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
4399,20,Female,High School,6.3,3.85,1.85,4.47,1.18,6.21,7.88,98,262,1,0,Average,2,26.03,19.99,29.15,30.99
4400,19,Male,High School,7.74,2.98,4.01,3.57,0.0,6.47,5.88,45,88,1,0,Average,7,26.39,33.28,31.48,36.69
4401,18,Male,High School,1.44,1.9,0.66,3.52,2.34,6.9,2.55,109,356,0,1,Average,10,12.62,16.1,11.07,5.61
4402,17,Female,High School,4.68,1.9,0.0,1.38,1.98,5.01,7.75,73,335,1,0,Poor,4,19.09,9.92,24.35,28.68
4403,18,Male,High School,2.15,0.78,0.47,1.91,2.69,7.22,5.65,150,289,1,1,Good,10,0.0,0.77,28.07,18.91
4404,17,Female,High School,6.25,1.59,3.2,1.94,2.43,4.62,2.12,75,82,1,1,Average,8,27.74,4.33,40.98,40.57
4405,21,Other,High School,5.8,1.89,2.96,3.32,1.39,6.46,5.06,70,67,0,1,Average,1,17.75,17.44,22.88,34.63
4406,21,Male,High School,6.53,3.55,0.68,4.69,2.7,6.98,9.84,140,165,1,0,Poor,2,17.29,30.81,20.86,37.07
4407,18,Other,High School,3.9,2.84,2.51,3.65,2.54,8.26,5.47,150,398,0,0,Average,2,9.2,7.83,13.8,12.96
4408,19,Female,High School,5.18,1.76,2.86,2.5,1.7,6.91,11.01,59,423,0,1,Average,7,5.42,26.44,28.25,38.15
4409,22,Male,High School,7.43,2.16,0.6,2.84,1.03,6.1,7.58,134,128,1,0,Average,4,25.06,23.42,25.46,38.18
4410,16,Female,High School,3.56,4.23,1.24,1.9,4.3,6.85,11.49,40,17,0,0,Good,10,18.23,8.9,35.78,38.37
4411,21,Female,High School,3.67,1.19,3.01,0.74,2.33,5.78,5.01,132,251,0,0,Poor,6,9.11,0.0,28.99,30.01
4412,24,Male,High School,1.94,2.71,2.26,3.27,2.23,5.62,6.15,150,272,1,1,Good,4,0.0,31.57,7.58,14.33
4413,19,Female,High School,7.07,4.76,2.24,3.91,3.14,7.32,3.75,69,170,1,1,Poor,5,23.82,11.42,26.25,46.88
4414,20,Male,High School,6.04,2.45,1.08,4.62,3.07,6.66,9.36,79,311,1,1,Good,2,21.32,26.59,22.26,31.08
4415,22,Female,High School,4.65,3.08,3.11,2.03,3.88,6.74,2.64,109,10,1,1,Average,1,15.53,9.76,15.56,17.36
4416,17,Other,High School,4.03,1.32,1.44,2.71,0.89,4.73,7.14,63,330,1,1,Poor,10,2.97,4.84,34.02,28.01
4417,18,Other,High School,2.02,3.32,1.63,0.63,1.16,5.65,6.6,136,140,1,0,Good,6,3.46,0.36,19.82,18.36
4418,16,Female,High School,7.38,2.44,0.74,4.48,2.76,7.52,13.8,148,385,0,0,Good,3,19.05,20.99,28.44,39.36
4419,22,Male,High School,4.24,2.15,3.37,2.11,1.29,6.22,6.75,0,162,1,1,Good,2,8.2,10.32,22.28,19.86
4420,25,Male,High School,4.43,4.22,1.77,2.1,1.26,7.09,8.85,101,111,1,0,Poor,5,20.26,4.76,29.71,15.51
4421,17,Male,High School,3.95,2.41,3.64,0.76,1.67,7.17,5.64,89,138,0,0,Good,5,25.71,21.71,22.03,35.08
4422,16,Other,High School,4.56,2.32,3.89,0.42,3.02,5.17,5.92,120,216,1,0,Poor,4,6.48,24.46,25.23,32.74
4423,16,Male,High School,7.42,2.28,0.91,3.92,0.21,9.58,7.14,56,211,1,1,Good,3,25.61,0.0,34.49,41.55
4424,23,Other,High School,6.97,2.48,0.0,2.92,2.76,6.63,1.35,116,306,1,1,Good,9,25.29,0.0,34.17,39.05
4425,23,Male,High School,1.79,2.46,2.25,2.54,1.66,5.73,2.83,41,144,1,0,Poor,3,12.39,4.52,14.85,7.28
4426,22,Male,High School,3.0,2.95,3.72,3.17,0.48,6.67,9.12,19,287,1,0,Average,9,20.78,12.18,21.69,37.21
4427,18,Other,High School,6.15,2.43,0.81,3.79,1.39,6.62,4.88,120,371,0,0,Good,4,19.87,6.13,37.58,37.14
4428,18,Male,High School,4.64,0.75,3.38,5.37,2.52,7.56,7.36,122,253,0,0,Poor,8,5.33,32.04,36.77,28.82
4429,21,Female,High School,2.97,4.58,0.38,5.25,2.4,6.33,6.96,100,407,0,0,Good,3,9.66,20.05,4.22,4.38
4430,19,Male,High School,6.95,2.44,1.19,4.34,0.14,7.8,6.2,125,124,0,1,Poor,2,24.85,15.68,37.23,31.89
4431,20,Other,High School,3.64,2.14,1.35,1.4,1.03,7.97,6.66,75,262,0,1,Good,4,15.49,0.0,29.37,26.94
4432,16,Female,High School,4.37,4.29,1.74,0.73,1.14,7.28,8.18,70,0,0,1,Average,8,22.02,0.0,31.72,34.68
4433,21,Other,High School,4.17,0.92,1.91,5.21,3.07,7.44,2.6,150,0,0,1,Good,9,10.39,20.7,31.4,24.68
4434,23,Male,High School,5.4,1.54,2.3,2.13,1.54,9.81,4.39,113,0,0,0,Poor,9,20.98,0.0,36.94,44.89
4435,19,Other,High School,5.83,2.98,1.93,3.94,0.99,7.68,8.42,88,424,1,1,Poor,7,14.38,11.73,32.62,33.8
4436,18,Female,High School,6.07,4.85,2.51,3.64,1.87,6.82,7.89,80,500,1,1,Average,3,19.43,13.16,31.4,27.67
4437,19,Female,High School,1.52,2.37,1.75,4.2,1.66,7.94,6.32,97,61,0,1,Good,5,10.43,0.0,14.3,10.05
4438,19,Female,High School,6.25,2.72,1.72,2.98,1.7,7.34,3.96,0,61,1,1,Good,2,11.45,0.0,33.19,26.74
4439,20,Female,High School,4.26,1.31,1.72,1.4,0.67,7.66,6.7,107,0,1,1,Good,8,14.3,7.95,27.88,28.0
4440,18,Male,High School,6.35,0.98,3.08,3.72,0.93,7.07,6.08,0,345,1,0,Good,5,18.42,17.78,32.13,40.74
4441,16,Other,High School,4.06,3.29,2.4,2.92,1.88,5.17,7.36,104,0,1,1,Average,3,9.85,30.44,15.39,21.16
4442,23,Female,High School,3.01,2.23,1.29,3.61,1.72,7.69,2.95,135,139,0,1,Good,6,10.69,0.0,19.55,22.73
4443,20,Female,High School,2.27,1.6,0.98,3.17,1.97,5.84,8.69,150,148,0,0,Good,3,7.31,27.6,11.16,1.23
4444,17,Other,High School,5.31,2.16,0.28,3.45,1.11,4.99,7.69,64,353,0,1,Good,6,20.23,21.95,30.1,30.58
4445,20,Male,High School,3.26,1.12,3.05,3.45,1.34,6.65,7.96,66,178,0,0,Good,8,2.84,5.12,29.06,28.94
4446,18,Female,High School,3.85,2.82,1.45,4.87,1.91,9.51,4.24,79,382,1,1,Average,10,7.45,2.08,24.88,35.83
4447,20,Female,High School,3.86,4.36,0.99,2.37,1.14,7.44,7.18,131,472,1,0,Average,2,19.1,0.0,19.2,18.37
4448,23,Other,High School,4.0,0.0,0.29,2.34,1.11,9.76,9.45,90,160,0,0,Good,6,11.81,0.56,38.23,36.0
4449,16,Female,High School,7.4,1.7,0.54,0.32,2.44,7.93,6.65,132,109,1,0,Poor,1,24.84,0.0,36.52,32.45
4450,18,Female,High School,6.47,4.12,2.63,3.59,2.51,4.9,6.38,113,225,1,1,Poor,4,25.03,34.58,29.78,30.82
4451,17,Female,High School,3.17,0.92,1.93,1.14,2.27,8.41,5.23,65,190,1,0,Average,7,14.13,0.0,27.5,18.85
4452,17,Male,High School,4.46,4.55,1.29,3.25,1.22,7.25,10.09,72,49,0,0,Average,8,15.81,14.65,20.29,19.24
4453,23,Male,High School,3.11,3.76,0.48,6.26,0.58,8.1,2.57,109,14,0,1,Poor,5,8.19,8.22,3.32,10.79
4454,18,Other,High School,4.24,2.07,0.56,2.54,1.74,4.81,3.23,43,460,1,1,Good,4,23.65,0.0,18.46,17.74
4455,18,Other,High School,7.94,2.09,1.07,0.09,1.41,7.19,9.29,33,258,0,1,Good,9,19.92,8.46,47.53,44.92
4456,18,Other,High School,4.09,3.79,0.0,3.41,3.1,6.85,5.98,123,494,0,1,Good,6,18.16,0.0,25.23,23.38
4457,17,Male,High School,6.28,2.91,1.06,2.87,0.0,9.54,8.36,100,256,1,0,Good,5,27.07,6.39,34.95,28.68
4458,17,Male,High School,2.7,1.34,0.0,3.89,2.07,7.51,2.43,150,0,0,0,Poor,4,8.12,0.0,12.15,14.72
4459,22,Other,High School,2.23,2.14,2.6,2.74,1.45,4.69,5.74,22,199,0,0,Average,1,2.6,24.58,1.0,1.0
4460,20,Female,High School,3.47,4.02,2.49,2.49,0.0,6.25,1.79,96,216,1,0,Good,6,12.43,4.14,27.53,27.9
4461,22,Other,High School,4.31,3.25,1.84,2.37,2.49,5.02,1.86,19,103,1,0,Average,9,11.9,23.81,27.2,20.26
4462,18,Female,High School,5.32,2.75,2.5,3.27,0.84,6.75,5.39,28,299,0,0,Poor,5,18.72,16.96,27.89,29.57
4463,16,Male,High School,2.77,2.66,0.32,3.73,1.11,6.38,7.53,124,500,1,1,Poor,9,7.28,7.31,22.21,24.5
4464,22,Female,High School,1.4,3.65,0.54,4.52,0.77,7.94,5.43,60,319,0,1,Good,2,2.13,5.09,1.0,1.0
4465,18,Other,High School,2.08,3.88,3.02,3.69,1.21,6.66,5.39,116,395,0,0,Poor,9,14.62,0.02,19.33,15.22
4466,19,Male,High School,4.77,1.65,3.33,0.19,1.16,4.06,7.24,3,0,1,1,Poor,8,14.6,11.83,25.46,29.74
4467,17,Female,High School,3.78,2.39,2.15,2.03,0.0,5.47,4.0,7,137,1,1,Poor,9,15.39,0.46,32.69,33.73
4468,17,Other,High School,0.87,3.97,2.87,4.27,1.6,6.13,1.73,125,206,0,0,Average,9,0.0,11.27,6.97,10.57
4469,16,Male,High School,4.5,3.67,2.24,2.77,2.05,7.25,6.59,19,0,0,0,Good,4,22.93,12.58,24.14,44.26
4470,20,Other,High School,5.26,1.55,4.02,2.02,2.81,6.04,5.72,125,200,0,1,Good,8,15.64,16.85,23.18,30.39
4471,17,Other,High School,1.11,0.67,2.17,2.64,2.97,8.09,5.32,93,111,0,0,Good,5,0.0,14.9,8.54,9.8
4472,21,Other,High School,3.66,3.16,3.53,2.67,0.34,8.83,3.1,114,303,0,0,Good,3,14.0,0.0,18.64,15.92
4473,19,Other,High School,2.38,2.17,2.72,4.81,1.29,8.69,11.34,94,463,1,0,Average,10,10.41,22.63,21.54,29.66
4474,19,Male,High School,3.8,2.58,3.39,1.94,2.15,5.58,5.61,61,63,0,0,Poor,4,19.57,31.13,17.67,21.38
4475,17,Male,High School,2.83,2.76,2.63,3.24,1.05,6.54,6.22,96,357,0,0,Poor,7,9.67,0.36,19.18,18.96
4476,20,Male,High School,5.75,1.13,1.93,5.29,1.69,6.56,12.91,127,346,1,0,Poor,9,11.11,43.17,27.39,43.52
4477,22,Other,High School,4.98,0.82,1.41,4.31,0.48,5.88,5.71,27,128,0,0,Average,6,13.92,22.23,24.94,26.1
4478,19,Female,High School,3.95,2.46,4.09,4.52,2.59,5.85,9.88,26,87,1,0,Average,5,6.92,48.42,20.19,14.16
4479,21,Female,High School,8.02,2.67,3.91,2.93,1.56,6.17,5.99,45,197,0,0,Good,5,28.8,29.78,44.84,37.52
4480,18,Male,High School,4.2,3.18,2.29,4.1,1.59,8.51,11.78,141,334,0,1,Good,6,13.64,16.8,17.7,24.64
4481,19,Female,High School,4.41,2.78,1.49,4.42,1.85,6.64,4.62,0,74,1,1,Average,6,9.42,21.9,20.15,19.11
4482,24,Male,High School,6.63,0.79,1.84,1.38,1.01,6.21,7.42,117,419,0,0,Good,7,21.73,0.0,45.47,49.38
4483,16,Other,High School,5.33,1.4,1.36,4.22,2.4,6.19,10.03,107,249,0,0,Poor,8,8.49,37.74,32.25,26.97
4484,23,Other,High School,2.2,2.61,2.2,1.8,0.97,4.0,5.85,35,500,0,0,Good,9,3.39,17.66,30.76,26.29
4485,21,Other,High School,4.7,4.02,1.1,2.34,1.94,7.06,10.75,108,265,1,0,Good,8,16.13,12.48,24.6,43.16
4486,17,Female,High School,3.77,1.25,1.09,3.49,2.36,6.23,7.34,46,215,1,0,Good,8,19.19,23.08,17.25,27.19
4487,19,Other,High School,4.74,2.27,3.03,3.78,1.62,6.89,7.2,111,135,0,1,Good,8,14.16,31.95,21.29,27.94
4488,20,Male,High School,2.21,0.27,0.86,1.41,1.68,7.0,10.41,127,416,0,1,Good,5,0.97,2.07,9.78,15.45
4489,19,Male,High School,6.1,2.64,2.72,4.1,0.9,6.86,7.11,118,34,1,1,Good,8,21.11,18.61,35.1,32.6
4490,19,Male,High School,7.49,2.17,2.49,1.6,2.51,6.9,7.75,60,211,1,1,Average,8,31.18,0.58,43.08,51.64
4491,16,Female,High School,3.11,3.94,2.94,1.48,1.4,5.47,5.81,60,254,1,1,Average,3,7.04,1.94,22.11,17.96
4492,23,Male,High School,6.07,0.93,1.98,2.83,0.61,7.8,3.89,0,309,1,0,Good,8,22.03,0.0,32.79,42.16
4493,21,Male,High School,5.97,0.72,2.17,2.6,2.19,8.34,8.77,150,407,0,1,Average,10,21.56,36.1,41.48,45.85
4494,17,Male,High School,3.68,3.65,3.48,0.91,0.19,8.85,6.86,56,108,1,0,Average,2,21.43,4.44,25.66,16.12
4495,19,Other,High School,1.88,2.85,0.49,2.41,1.66,7.78,8.72,114,263,0,0,Good,5,0.0,4.47,11.71,7.23
4496,21,Female,High School,2.8,2.25,1.91,3.17,0.77,5.33,6.62,109,325,1,1,Good,3,2.56,0.94,11.74,15.51
4497,20,Other,High School,4.55,3.15,1.67,4.56,3.26,4.0,1.0,30,0,0,1,Poor,9,18.88,30.18,24.21,32.12
4498,17,Male,High School,6.85,3.25,0.59,3.97,2.47,7.92,5.73,69,414,0,0,Average,7,21.3,1.18,30.95,36.27
4499,16,Other,High School,5.24,3.3,2.07,4.29,1.84,7.61,8.62,79,98,0,1,Poor,7,24.48,28.86,31.48,38.83
4500,24,Male,High School,7.06,1.83,1.8,3.68,1.61,6.77,8.69,27,370,0,1,Good,8,15.19,28.25,43.18,56.58
4501,16,Other,High School,4.32,1.86,2.23,2.67,0.0,6.56,8.07,62,240,1,0,Average,8,18.49,14.26,13.58,23.74
4502,22,Other,High School,6.91,2.97,2.92,2.27,1.22,6.76,5.62,125,135,0,0,Good,5,14.68,8.07,40.34,34.09
4503,21,Other,High School,2.02,3.79,2.36,1.96,0.5,7.71,2.93,150,123,1,1,Poor,10,9.43,8.45,15.22,21.81
4504,21,Male,High School,6.62,2.46,2.55,3.74,2.84,7.54,5.45,18,293,0,0,Poor,4,21.92,27.55,26.82,33.53
4505,19,Female,High School,4.62,1.7,2.35,4.29,1.21,5.92,11.0,60,380,0,0,Good,10,17.39,27.3,24.04,26.23
4506,20,Other,High School,6.32,3.66,1.77,4.67,2.13,5.33,7.02,138,174,0,1,Average,10,17.68,18.72,36.32,38.03
4507,18,Other,High School,4.85,1.67,3.73,4.24,0.01,7.39,7.56,95,334,0,1,Average,10,8.35,24.96,28.43,43.39
4508,18,Male,High School,5.12,0.39,0.45,3.93,3.17,8.83,8.58,19,267,1,0,Good,1,9.54,0.0,14.7,20.47
4509,18,Male,High School,3.94,1.97,2.13,2.6,0.29,6.2,7.59,101,328,0,0,Poor,10,5.86,17.65,29.68,22.57
4510,17,Male,High School,6.38,3.43,3.3,2.9,1.9,7.27,3.16,106,121,1,0,Average,1,26.06,18.26,20.51,25.49
4511,21,Female,High School,7.87,4.01,3.21,4.11,0.22,7.15,7.82,87,221,1,0,Good,1,29.45,13.28,35.43,37.57
4512,23,Other,High School,5.03,2.81,0.38,3.76,0.89,7.13,7.29,114,243,0,0,Good,1,18.44,0.0,28.53,24.69
4513,22,Female,High School,6.2,0.62,0.83,2.22,2.56,5.96,7.15,75,0,1,1,Average,10,15.59,12.8,44.48,41.79
4514,21,Male,High School,4.13,1.71,1.73,2.59,1.3,5.91,7.37,75,53,0,0,Good,2,12.68,4.82,18.39,29.79
4515,20,Male,High School,3.49,1.63,2.19,1.46,0.66,6.51,3.7,60,337,0,0,Good,2,0.0,0.12,21.66,17.17
4516,23,Other,High School,1.47,1.34,1.24,2.05,2.37,6.79,8.12,96,340,1,1,Average,10,0.0,22.19,18.09,13.04
4517,22,Other,High School,2.87,2.39,2.11,1.92,1.77,9.99,1.2,60,182,1,1,Good,6,12.52,0.0,10.64,8.08
4518,16,Other,High School,8.78,2.74,2.81,2.36,1.31,5.91,7.07,84,86,1,1,Poor,5,29.78,5.73,48.48,52.31
4519,18,Male,High School,2.47,0.34,1.24,3.18,0.0,6.7,5.96,75,3,1,1,Poor,4,5.63,0.0,7.36,11.98
4520,17,Other,High School,5.99,1.58,2.12,2.29,2.17,6.68,4.87,6,394,0,0,Average,1,16.53,20.32,18.71,34.15
4521,20,Female,High School,6.06,2.72,1.84,5.12,2.17,7.17,5.12,1,1,1,0,Poor,6,16.88,23.75,37.2,35.62
4522,18,Male,High School,7.9,1.38,0.52,3.77,2.53,5.41,4.86,121,196,0,0,Good,2,24.97,11.93,44.38,31.59
4523,22,Male,High School,7.88,2.39,1.36,1.58,0.0,8.96,7.26,42,79,0,0,Good,3,17.58,0.0,37.88,30.51
4524,19,Other,High School,7.21,4.02,1.31,3.45,1.7,7.19,7.5,37,304,0,0,Average,8,26.2,17.73,38.01,42.4
4525,18,Other,High School,2.97,2.8,1.8,3.23,1.22,5.67,7.83,42,77,1,0,Average,9,9.79,31.66,20.8,20.91
4526,21,Other,High School,0.14,1.46,2.91,2.25,1.13,6.33,6.92,78,0,0,0,Poor,5,0.0,16.52,3.16,7.91
4527,21,Female,High School,7.72,1.43,2.08,3.66,1.72,7.2,5.1,15,125,1,1,Good,9,17.11,9.13,46.53,48.22
4528,16,Male,High School,4.2,1.11,2.01,4.02,2.8,6.94,1.0,88,0,1,1,Poor,4,8.36,5.67,16.59,14.25
4529,17,Other,High School,6.11,2.37,0.58,1.09,0.21,6.83,3.91,127,165,0,0,Good,10,24.99,0.0,37.39,37.33
4530,21,Female,High School,2.54,1.25,2.32,0.26,0.0,6.48,9.58,104,0,1,1,Good,3,0.0,0.94,19.18,24.61
4531,20,Other,High School,3.8,3.52,2.24,0.53,1.92,7.0,5.87,138,238,0,1,Average,2,21.57,0.0,21.23,1.9
4532,20,Other,High School,5.48,3.72,3.16,2.68,0.0,5.32,9.42,102,429,0,0,Average,8,24.67,8.82,31.36,26.97
4533,20,Female,High School,2.96,2.75,3.1,3.8,0.9,6.72,4.35,150,362,0,0,Good,5,5.85,11.54,13.61,24.12
4534,20,Male,High School,3.12,0.73,2.44,3.45,0.49,6.35,2.54,5,325,0,0,Good,8,2.58,2.93,14.15,20.56
4535,17,Male,High School,3.52,0.0,0.0,1.65,0.93,5.42,10.6,75,126,0,0,Poor,2,14.49,2.17,17.76,5.61
4536,24,Male,High School,6.36,2.17,2.81,5.73,1.87,5.15,7.52,120,365,0,0,Good,4,12.43,40.54,34.59,15.3
4537,22,Other,High School,3.86,2.51,2.05,3.19,2.08,9.28,9.71,127,366,1,1,Average,4,5.91,13.95,18.24,18.87
4538,18,Male,High School,5.8,2.26,3.34,5.53,0.0,6.22,5.83,53,0,1,0,Average,4,19.15,27.28,15.82,16.39
4539,21,Other,High School,6.57,3.46,3.44,4.96,3.9,4.89,7.54,150,236,0,1,Average,9,17.07,42.68,25.69,31.66
4540,19,Male,High School,4.5,0.0,0.57,1.75,3.26,5.93,9.51,56,253,0,0,Good,7,16.39,28.65,29.41,21.48
4541,24,Other,High School,6.67,1.87,2.45,4.52,1.8,7.87,3.52,150,120,0,0,Poor,5,9.35,14.5,40.76,31.61
4542,17,Other,High School,5.54,2.52,2.18,2.14,2.23,9.46,3.56,150,365,0,0,Poor,2,25.68,0.0,28.12,32.85
4543,17,Female,High School,7.57,2.44,2.1,3.34,2.45,5.43,8.03,139,0,1,1,Average,3,18.38,36.05,25.35,25.64
4544,21,Male,High School,4.22,3.09,2.35,1.48,1.1,7.55,3.63,99,0,0,0,Poor,10,22.49,0.0,41.03,37.16
4545,19,Male,High School,3.59,3.74,2.05,4.19,3.31,6.09,9.64,147,49,0,1,Average,5,11.23,22.18,9.67,8.87
4546,19,Female,High School,3.97,2.18,3.93,3.39,0.94,7.55,2.91,25,179,1,0,Average,4,14.38,16.02,16.45,19.77
4547,18,Female,High School,5.96,4.86,0.0,2.32,0.97,6.08,5.91,150,495,1,0,Good,4,29.91,0.0,22.92,31.61
4548,22,Other,High School,2.98,3.72,0.46,1.76,1.72,7.35,6.27,134,97,0,0,Average,5,9.35,0.0,19.43,28.52
4549,21,Other,High School,4.74,1.0,1.92,2.55,3.93,5.85,9.35,76,381,1,1,Good,4,14.46,11.08,18.81,26.88
4550,18,Female,High School,4.16,4.62,2.21,2.04,2.54,5.72,1.25,133,192,1,1,Poor,9,23.77,0.0,44.67,42.51
4551,18,Other,High School,4.67,1.77,0.0,2.36,1.69,7.91,7.94,137,262,1,1,Average,5,23.87,6.21,27.63,34.83
4552,21,Male,High School,0.95,2.77,2.35,0.97,1.17,6.65,5.99,53,401,0,1,Average,7,6.79,3.65,9.17,15.83
4553,17,Female,High School,4.94,0.69,2.8,2.8,0.26,6.1,4.36,31,130,1,0,Average,3,10.45,2.87,21.19,28.96
4554,17,Female,High School,6.35,2.12,1.91,3.63,1.98,6.26,5.54,115,253,1,0,Average,8,21.75,8.65,40.87,37.85
4555,18,Male,High School,3.5,1.14,1.02,2.1,1.18,5.32,3.12,88,262,1,0,Average,6,11.15,17.31,20.76,18.14
4556,17,Male,High School,5.95,1.31,1.24,3.54,3.01,7.33,7.49,128,255,1,1,Poor,5,10.95,9.38,31.74,37.65
4557,18,Other,High School,5.69,1.57,1.28,2.42,1.76,6.97,9.34,0,302,1,0,Average,5,23.26,16.19,28.9,33.0
4558,17,Female,High School,3.11,0.95,1.9,1.85,0.0,5.84,6.54,142,155,0,1,Good,8,5.46,7.35,20.87,27.79
4559,17,Female,High School,1.89,3.19,1.67,4.2,2.89,6.32,6.4,31,57,1,1,Poor,2,1.51,21.11,7.67,14.02
4560,20,Female,High School,0.0,1.87,0.0,5.14,0.0,5.71,8.77,126,189,1,0,Good,10,0.0,12.76,14.07,10.94
4561,19,Female,High School,5.92,1.83,3.06,2.97,0.88,7.0,4.95,96,17,0,0,Average,10,19.12,26.27,35.52,38.41
4562,16,Female,High School,2.2,2.08,2.94,2.31,1.5,5.56,5.27,84,251,0,1,Average,9,7.81,12.19,21.89,12.38
4563,19,Female,High School,5.0,1.81,2.06,2.24,3.98,6.16,10.88,91,398,0,0,Average,7,16.17,27.88,25.33,23.3
4564,18,Other,High School,5.79,1.91,2.65,2.25,1.44,7.23,7.91,139,0,1,0,Average,10,16.06,7.47,49.56,54.59
4565,18,Male,High School,3.34,1.86,2.61,4.94,2.09,7.5,2.64,140,286,0,0,Good,1,3.4,14.64,10.65,8.9
4566,21,Female,High School,3.35,2.85,2.53,4.94,1.42,7.09,6.29,85,208,0,0,Good,6,14.54,41.37,21.34,16.64
4567,19,Female,High School,2.78,3.37,2.42,1.3,1.45,6.58,7.94,70,188,1,1,Good,3,10.99,10.03,11.33,26.91
4568,17,Other,High School,5.59,2.4,0.87,2.73,2.95,5.55,2.24,87,266,1,0,Poor,4,19.57,0.82,33.77,24.95
4569,17,Female,High School,5.37,2.68,1.08,1.51,1.93,8.34,1.22,92,248,0,1,Good,9,17.86,0.0,29.43,36.52
4570,18,Other,High School,5.17,1.42,2.77,2.23,3.19,8.08,12.14,105,292,1,0,Poor,5,11.01,25.51,35.52,30.81
4571,21,Female,High School,4.68,1.69,1.63,2.67,2.07,6.61,11.74,138,279,0,1,Good,7,3.82,7.07,28.89,29.78
4572,17,Male,High School,3.14,2.12,0.88,1.36,3.04,5.29,12.53,67,0,1,0,Poor,1,7.93,20.9,5.89,17.33
4573,18,Male,High School,4.45,3.85,2.79,5.58,1.91,9.34,7.95,44,158,0,1,Poor,5,17.51,23.07,23.25,27.76
4574,20,Female,High School,4.97,3.25,1.31,3.15,2.39,7.86,5.46,98,150,0,1,Average,6,15.48,0.0,29.2,16.76
4575,18,Male,High School,3.72,2.28,0.0,4.15,2.24,8.71,1.0,0,141,0,0,Average,2,15.95,0.0,17.27,23.93
4576,16,Other,High School,4.03,2.33,1.11,0.87,1.57,6.41,4.31,78,391,0,0,Poor,10,16.36,0.0,33.51,29.23
4577,20,Female,High School,0.99,3.76,1.4,3.43,1.05,6.56,4.95,78,20,0,1,Poor,9,6.4,0.0,9.77,11.85
4578,16,Other,High School,6.42,1.35,1.1,3.23,2.04,4.96,9.98,130,285,0,0,Good,5,17.57,16.89,32.74,27.64
4579,17,Other,High School,6.41,1.17,1.24,4.75,1.67,6.43,7.24,56,137,1,1,Average,2,21.94,21.21,14.57,24.82
4580,19,Female,High School,2.29,2.18,1.83,4.39,0.18,7.55,1.0,150,55,1,0,Poor,2,11.37,0.0,2.15,2.26
4581,17,Female,High School,6.65,1.13,3.95,3.8,1.54,7.56,1.0,80,326,1,1,Poor,2,22.93,10.37,22.91,18.27
4582,21,Male,High School,5.27,2.57,2.16,0.36,1.85,6.79,1.0,99,95,0,1,Average,2,26.15,0.0,31.31,29.07
4583,21,Other,High School,6.23,2.03,2.32,2.25,2.05,6.74,6.34,121,154,1,0,Average,9,14.99,14.01,31.28,37.46
4584,19,Male,High School,7.38,1.93,0.75,4.96,1.03,6.26,6.93,46,162,0,1,Average,4,32.75,17.03,29.98,32.2
4585,22,Male,High School,7.95,1.83,2.12,4.34,1.73,5.62,10.35,0,243,1,0,Average,4,25.06,21.8,37.26,43.75
4586,21,Other,High School,0.56,2.85,2.6,3.78,2.18,6.43,7.73,99,152,1,1,Poor,6,0.36,22.3,3.37,7.08
4587,21,Male,High School,7.24,2.29,1.57,0.35,1.39,7.03,2.86,81,163,1,0,Good,3,33.11,0.0,42.06,37.54
4588,16,Female,High School,2.16,1.75,2.89,1.87,2.28,7.09,7.46,150,0,0,0,Poor,10,10.83,19.36,14.55,28.36
4589,20,Other,High School,6.46,2.65,3.44,2.86,1.46,9.13,5.76,62,250,1,0,Average,5,22.12,11.82,36.75,39.05
4590,24,Female,High School,2.39,2.27,2.42,1.43,1.61,6.02,9.33,22,358,1,0,Good,6,4.81,2.97,12.01,31.85
4591,18,Male,High School,1.38,2.83,1.83,1.93,3.34,6.7,4.41,150,148,0,1,Good,10,9.22,13.57,10.6,28.0
4592,21,Female,High School,3.98,3.28,3.59,2.04,2.17,7.94,12.85,123,467,0,0,Good,6,15.14,28.72,23.29,23.49
4593,18,Male,High School,2.35,1.25,1.33,2.46,2.85,7.42,8.75,68,214,1,1,Good,3,0.0,15.09,6.94,17.38
4594,18,Other,High School,0.56,2.01,3.01,2.04,1.9,5.86,3.23,60,475,0,0,Good,3,0.0,0.0,1.0,5.18
4595,18,Male,High School,2.18,2.57,0.42,2.66,3.37,6.49,3.86,125,437,1,0,Average,8,5.43,25.57,17.29,25.76
4596,19,Other,High School,6.19,2.74,3.1,3.38,2.41,6.17,9.75,123,0,0,0,Good,10,13.92,36.46,33.76,47.98
4597,22,Male,High School,5.51,0.47,2.9,3.9,0.46,9.69,5.41,102,447,0,0,Average,9,18.28,20.59,42.6,49.0
4598,18,Other,High School,3.57,1.96,1.2,4.82,1.59,5.66,6.98,150,214,1,1,Average,5,0.0,24.0,12.74,18.36
4599,20,Other,High School,7.56,2.32,1.62,2.73,1.35,7.43,8.81,79,500,0,0,Poor,2,32.43,3.25,29.96,43.68
4600,18,Female,High School,6.05,3.22,0.0,4.76,2.33,6.69,2.56,26,261,1,0,Average,8,17.69,12.81,31.75,33.64
4601,16,Other,High School,5.11,0.91,0.84,0.88,3.35,7.91,9.0,86,141,1,1,Poor,6,9.46,0.0,31.58,28.88
